498 498
6 291 2
291 212 4
212 115 8
115 140 6
140 219 3
219 148 5
148 249 26
249 147 7
147 266 16
266 418 6
418 175 10
175 246 8
246 408 6
408 455 16
455 281 8
281 478 11
478 449 3
449 186 7
186 86 12
86 9 5
9 250 1
250 345 8
345 264 6
264 482 5
482 399 5
399 55 7
55 360 22
360 222 3
222 11 12
11 452 11
452 317 6
317 52 6
52 280 14
280 169 1
169 242 5
242 20 4
20 373 7
373 232 4
232 236 7
236 43 4
43 340 9
340 434 7
434 383 14
383 492 1
492 376 5
376 146 3
146 300 4
300 468 5
468 50 8
50 178 2
178 208 8
208 294 6
294 181 3
181 474 8
474 356 9
356 415 10
415 333 5
333 430 1
430 116 8
116 367 8
367 295 6
295 57 3
57 71 3
71 276 6
276 10 4
10 101 5
101 391 3
391 467 7
467 380 9
380 114 9
114 230 12
230 163 9
163 203 9
203 464 9
464 471 8
471 444 6
444 122 6
122 349 5
349 396 2
396 34 6
34 445 5
445 111 6
111 220 9
220 279 15
279 298 6
298 285 4
285 401 7
401 206 5
206 13 15
13 394 9
394 228 6
228 138 11
138 5 9
5 110 3
110 463 9
463 26 1
26 158 8
158 2 5
2 440 6
440 339 6
339 155 4
155 419 8
419 490 2
490 150 4
150 46 8
46 425 6
425 83 3
83 459 6
459 56 1
56 334 8
334 469 3
469 263 4
263 302 2
302 442 4
442 193 1
193 107 9
107 104 10
104 457 4
457 351 6
351 63 6
63 15 5
15 243 4
243 157 8
157 446 11
446 23 8
23 432 4
432 8 8
8 402 6
402 141 4
141 417 8
417 32 7
32 35 4
35 293 8
293 152 11
152 323 5
323 164 11
164 479 9
479 161 9
161 476 6
476 377 2
377 378 1
378 30 12
30 327 5
327 494 4
494 433 3
433 142 8
142 272 7
272 245 6
245 235 6
235 82 5
82 61 14
61 126 5
126 488 8
488 188 2
188 196 7
196 240 1
240 385 6
385 354 2
354 176 1
176 248 5
248 123 4
123 303 8
303 12 7
12 384 11
384 429 5
429 185 9
185 238 17
238 366 4
366 205 3
205 189 4
189 447 3
447 38 15
38 68 5
68 450 4
450 66 7
66 393 14
393 70 4
70 371 5
371 466 6
466 404 9
404 159 11
159 483 6
483 260 5
260 416 2
416 414 4
414 379 7
379 289 7
289 41 6
41 411 9
411 403 6
403 139 6
139 324 5
324 336 4
336 36 3
36 370 4
370 314 13
314 69 12
69 213 3
213 166 7
166 156 13
156 218 6
218 162 10
162 346 9
346 406 7
406 170 4
170 102 6
102 3 2
3 131 11
131 221 4
221 270 2
270 89 6
89 381 12
381 223 5
223 100 9
100 182 4
182 1 6
1 306 3
306 79 4
79 364 9
364 171 12
171 258 2
258 227 10
227 335 12
335 431 8
431 44 10
44 312 6
312 265 5
265 84 6
84 341 6
341 149 3
149 133 7
133 239 3
239 21 2
21 211 7
211 113 6
113 78 2
78 390 5
390 202 8
202 493 4
493 62 5
62 358 10
358 75 1
75 255 4
255 421 9
421 216 10
216 201 8
201 290 11
290 453 4
453 247 10
247 195 5
195 130 7
130 439 7
439 80 8
80 210 3
210 125 8
125 132 7
132 18 11
18 42 8
42 304 15
304 25 2
25 95 5
95 183 7
183 198 7
198 348 7
348 372 13
372 74 7
74 120 8
120 199 4
199 355 1
355 190 6
190 278 6
278 144 5
144 292 3
292 392 8
392 330 8
330 60 16
60 237 4
237 207 3
207 412 7
412 177 4
177 387 1
387 284 5
284 151 10
151 386 4
386 397 9
397 362 8
362 77 9
77 72 11
72 145 12
145 436 2
436 229 11
229 244 6
244 119 1
119 296 2
296 342 3
342 288 7
288 473 10
473 400 12
400 136 7
136 256 5
256 99 5
99 179 11
179 168 10
168 54 7
54 347 3
347 268 8
268 214 4
214 94 1
94 489 8
489 299 4
299 27 2
27 17 3
17 197 8
197 368 5
368 14 7
14 454 4
454 365 7
365 388 5
388 480 5
480 39 4
39 98 8
98 108 2
108 33 6
33 252 5
252 49 5
49 0 5
