65531 65531
60941 63007 27
63007 268 88
268 968 106
968 1369 70
1369 1352 28
1352 934 78
934 1634 98
1634 1576 60
1576 1651 24
1651 1976 54
1976 2272 75
2272 2023 200
2023 2363 64
2363 2896 81
2896 3010 47
3010 3224 31
3224 3469 52
3469 3521 14
3521 3292 61
3292 3729 70
3729 3752 7
3752 3959 28
3959 3975 63
3975 4195 58
4195 4509 62
4509 4930 59
4930 4906 60
4906 4378 89
4378 4608 32
4608 4795 26
4795 4924 37
4924 4817 50
4817 4388 79
4388 4065 98
4065 4021 19
4021 3835 26
3835 3418 82
3418 3241 26
3241 3068 41
3068 3055 65
3055 3297 34
3297 3359 18
3359 3449 72
3449 3269 56
3269 2894 55
2894 2615 68
2615 2603 3
2603 2577 4
2577 2518 22
2518 2083 60
2083 1384 107
1384 1072 47
1072 1293 88
1293 708 96
708 507 107
507 607 16
607 639 86
639 514 39
514 572 57
572 392 28
392 222 25
222 62774 74
62774 376 89
376 480 17
480 820 65
820 1463 92
1463 1628 81
1628 2223 99
2223 2076 25
2076 1851 92
1851 1898 48
1898 2052 36
2052 3046 141
3046 3373 49
3373 3587 42
3587 3834 57
3834 4110 42
4110 4429 46
4429 5005 83
5005 5036 35
5036 4736 41
4736 4157 120
4157 4095 42
4095 4779 103
4779 5392 87
5392 5433 40
5433 5448 107
5448 6360 141
6360 6200 84
6200 6514 90
6514 6465 39
6465 6532 51
6532 6273 39
6273 6219 20
6219 5990 37
5990 5945 10
5945 5797 55
5797 5694 22
5694 5370 58
5370 4902 68
4902 5152 78
5152 5395 35
5395 5872 68
5872 6399 79
6399 6520 24
6520 6720 29
6720 6733 25
6733 6810 53
6810 7129 54
7129 7037 25
7037 7326 55
7326 6956 76
6956 7501 78
7501 7754 39
7754 8304 81
8304 8097 108
8097 8172 13
8172 8211 9
8211 8653 61
8653 8533 71
8533 8299 61
8299 8823 80
8823 9142 65
9142 9351 55
9351 9733 51
9733 9837 15
9837 10119 77
10119 9633 100
9633 9832 85
9832 9671 23
9671 9438 33
9438 9340 23
9340 8947 80
8947 9269 60
9269 8938 85
8938 8238 98
8238 7385 160
7385 7161 31
7161 7208 21
7208 6787 70
6787 6323 86
6323 6112 27
6112 5948 87
5948 6210 43
6210 6166 21
6166 5559 131
5559 5991 60
5991 6176 25
6176 6445 44
6445 6830 64
6830 6903 9
6903 7303 64
7303 7433 28
7433 7470 14
7470 7491 26
7491 7551 21
7551 7696 48
7696 7695 34
7695 7639 14
7639 8190 81
8190 8923 110
8923 9144 30
9144 9383 84
9383 9328 20
9328 9420 14
9420 9500 21
9500 9937 116
9937 10329 53
10329 10771 78
10771 10848 68
10848 10580 75
10580 10847 45
10847 10953 15
10953 11039 45
11039 11178 24
11178 11127 32
11127 11245 32
11245 10816 78
10816 11191 92
11191 11564 48
11564 11481 27
11481 11199 42
11199 10872 50
10872 10663 31
10663 10468 86
10468 10200 43
10200 10546 66
10546 10094 58
10094 9768 53
9768 9436 44
9436 9112 58
9112 9141 19
9141 8686 57
8686 8593 31
8593 8529 13
8529 8957 89
8957 8314 83
8314 7933 80
7933 7443 70
7443 8055 98
8055 7576 97
7576 7419 35
7419 7175 55
7175 7239 15
7239 7537 76
7537 7522 57
7522 7611 14
7611 7914 52
7914 7774 55
7774 7947 27
7947 8245 57
8245 7992 68
7992 8209 73
8209 8527 71
8527 9085 85
9085 9066 97
9066 9249 34
9249 9634 58
9634 9726 45
9726 9852 48
9852 10412 84
10412 10401 40
10401 10744 48
10744 10772 47
10772 10813 43
10813 10474 62
10474 10938 67
10938 11077 22
11077 11343 35
11343 11167 55
11167 11459 39
11459 11451 23
11451 11500 17
11500 11561 41
11561 11460 38
11460 11474 41
11474 11190 103
11190 11647 94
11647 12055 86
12055 12755 109
12755 13095 61
13095 13535 64
13535 13596 20
13596 13380 34
13380 12993 73
12993 12345 97
12345 12817 82
12817 13267 65
13267 13347 36
13347 13730 53
13730 14036 61
14036 14247 31
14247 14577 46
14577 14481 88
14481 14437 27
14437 14080 56
14080 13414 99
13414 12934 98
12934 12217 125
12217 11978 92
11978 12380 74
12380 12106 93
12106 11360 110
11360 11058 43
11058 11065 21
11065 11133 61
11133 11103 32
11103 10337 106
10337 10277 39
10277 9847 62
9847 9453 108
9453 8989 75
8989 8730 42
8730 8346 80
8346 8168 89
8168 8413 37
8413 8829 52
8829 9231 54
9231 9761 103
9761 9949 42
9949 10014 17
10014 10210 47
10210 10457 34
10457 10184 62
10184 10436 44
10436 10802 51
10802 11051 52
11051 11584 77
11584 11502 44
11502 11305 28
11305 11292 26
11292 11463 93
11463 11970 75
11970 11952 23
11952 12184 34
12184 12789 95
12789 12713 58
12713 13239 75
13239 13353 23
13353 14049 124
14049 14534 92
14534 14867 62
14867 14751 70
14751 15134 58
15134 15308 31
15308 15780 70
15780 15791 32
15791 16295 92
16295 16331 72
16331 16714 82
16714 17033 51
17033 17179 66
17179 16523 97
16523 15835 89
15835 15664 26
15664 15486 32
15486 15381 46
15381 15066 55
15066 15517 137
15517 16031 78
16031 16109 18
16109 16321 35
16321 16182 86
16182 15926 85
15926 15627 48
15627 15598 28
15598 15033 82
15033 15277 84
15277 14957 48
14957 14470 66
14470 14083 89
14083 14389 45
14389 14653 37
14653 15087 61
15087 15434 69
15434 15686 48
15686 16040 61
16040 15509 114
15509 15488 18
15488 15240 43
15240 14823 72
14823 14803 40
14803 14244 76
14244 13797 63
13797 13603 40
13603 13511 18
13511 13283 36
13283 12975 48
12975 12982 21
12982 12831 30
12831 12969 34
12969 13554 83
13554 14095 86
14095 13893 43
13893 13831 35
13831 13775 35
13775 14053 42
14053 14195 24
14195 14741 79
14741 14842 40
14842 15514 113
15514 16043 102
16043 16155 17
16155 16584 86
16584 16604 16
16604 16822 43
16822 17034 27
17034 17106 11
17106 17122 24
17122 16974 47
16974 17680 104
17680 17654 45
17654 17460 26
17460 17490 16
17490 17622 78
17622 17473 98
17473 17323 27
17323 17085 58
17085 17203 55
17203 17000 77
17000 17609 97
17609 17867 63
17867 18034 33
18034 17804 38
17804 17765 10
17765 17931 31
17931 18482 72
18482 18734 39
18734 18313 123
18313 18370 81
18370 18496 56
18496 17671 117
17671 17357 102
17357 17415 38
17415 17045 56
17045 17431 84
17431 17298 43
17298 17366 75
17366 17577 33
17577 18207 106
18207 18713 83
18713 19068 52
19068 18966 102
18966 19169 27
19169 19164 28
19164 19060 76
19060 19330 47
19330 19597 67
19597 19922 70
19922 20146 82
20146 20604 66
20604 20582 72
20582 21187 86
21187 21831 91
21831 21818 11
21818 21727 51
21727 21532 27
21532 21236 45
21236 20845 56
20845 20590 74
20590 20867 69
20867 20279 82
20279 20002 67
20002 19324 97
19324 19756 84
19756 19285 100
19285 19532 50
19532 19078 78
19078 19071 22
19071 18397 93
18397 18145 34
18145 18030 21
18030 18002 49
18002 17819 43
17819 17546 55
17546 17601 10
17601 18167 78
18167 18407 35
18407 18408 61
18408 19372 134
19372 19752 77
19752 20091 71
20091 20376 54
20376 20239 21
20239 20169 17
20169 20015 84
20015 19368 90
19368 19021 74
19021 18430 82
18430 18800 107
18800 19049 45
19049 19040 53
19040 18957 14
18957 18750 40
18750 17955 144
17955 17834 36
17834 17888 22
17888 17608 44
17608 17225 71
17225 16919 81
16919 16509 105
16509 16313 27
16313 15982 54
15982 15522 109
15522 15475 9
15475 15231 40
15231 14845 68
14845 14291 100
14291 14302 26
14302 14826 74
14826 14533 54
14533 14563 20
14563 14951 59
14951 15039 93
15039 15760 133
15760 16047 66
16047 16484 61
16484 16092 91
16092 16667 79
16667 17185 81
17185 17397 40
17397 17925 85
17925 18264 108
18264 18470 31
18470 18637 40
18637 18742 37
18742 18894 23
18894 19185 47
19185 19042 49
19042 19308 52
19308 19302 7
19302 19656 56
19656 20108 84
20108 20199 61
20199 20183 16
20183 20443 49
20443 20539 21
20539 20774 75
20774 20826 16
20826 20887 69
20887 21211 43
21211 21368 35
21368 21212 33
21212 21400 61
21400 21375 57
21375 21544 22
21544 21925 106
21925 22372 74
22372 22196 80
22196 22146 38
22146 21784 51
21784 22026 97
22026 22238 65
22238 22250 12
22250 21443 127
21443 21293 73
21293 21323 70
21323 21982 105
21982 22261 40
22261 22840 86
22840 22809 41
22809 22643 51
22643 22726 50
22726 22314 84
22314 22005 42
22005 21949 38
21949 21353 84
21353 20719 84
20719 20771 93
20771 20406 78
20406 19942 64
19942 20062 31
20062 19712 72
19712 19921 58
19921 20236 50
20236 20524 43
20524 20607 26
20607 21296 89
21296 20925 106
20925 21412 97
21412 21885 65
21885 21903 2
21903 22367 68
22367 22631 44
22631 22816 26
22816 22731 97
22731 22442 45
22442 22301 22
22301 22460 26
22460 22695 45
22695 23127 65
23127 23568 63
23568 23373 28
23373 23356 10
23356 23328 32
23328 23611 50
23611 23816 60
23816 23592 50
23592 23447 41
23447 23258 26
23258 23381 63
23381 23025 89
23025 22831 56
22831 22636 35
22636 22128 87
22128 21984 111
21984 22150 52
22150 22576 90
22576 22222 108
22222 22534 76
22534 22437 41
22437 22519 16
22519 22411 19
22411 22381 13
22381 22167 31
22167 21829 87
21829 21251 81
21251 21225 82
21225 21028 32
21028 20195 121
20195 20171 23
20171 20131 87
20131 20546 114
20546 20608 53
20608 20738 16
20738 21017 38
21017 21108 52
21108 21745 87
21745 21782 41
21782 22403 89
22403 22294 44
22294 22335 45
22335 21993 59
21993 22346 48
22346 22513 28
22513 22634 37
22634 22642 60
22642 22724 63
22724 23300 83
23300 23012 77
23012 23448 84
23448 23070 68
23070 23585 98
23585 23417 61
23417 23761 55
23761 23938 71
23938 24501 103
24501 24706 47
24706 25091 61
25091 25306 29
25306 25646 43
25646 25924 51
25924 25775 78
25775 25325 56
25325 25359 91
25359 25698 74
25698 25638 44
25638 25278 52
25278 25239 32
25239 24512 97
24512 24262 34
24262 24351 75
24351 24595 46
24595 24504 13
24504 24419 103
24419 24280 77
24280 23397 135
23397 23817 72
23817 23949 26
23949 24510 105
24510 24732 108
24732 24941 74
24941 24730 43
24730 24899 38
24899 25502 78
25502 25711 33
25711 25975 96
25975 25767 35
25767 25738 32
25738 25703 50
25703 25627 59
25627 25384 85
25384 25009 52
25009 24606 60
24606 24298 42
24298 24009 58
24009 23859 49
23859 23349 67
23349 23271 12
23271 23724 88
23724 23545 35
23545 23629 14
23629 24050 68
24050 23658 96
23658 23443 40
23443 23253 46
23253 23692 58
23692 23917 42
23917 23226 121
23226 23409 26
23409 23449 9
23449 23550 52
23550 23450 29
23450 23601 24
23601 24047 69
24047 24246 46
24246 24065 91
24065 24383 48
24383 24498 63
24498 24544 70
24544 24571 6
24571 24650 11
24650 25189 73
25189 25410 29
25410 25361 53
25361 25723 42
25723 25548 39
25548 25102 70
25102 25261 47
25261 24969 40
24969 24894 37
24894 25143 32
25143 25478 45
25478 25693 55
25693 25893 42
25893 26289 56
26289 26215 95
26215 26495 67
26495 26443 17
26443 26598 21
26598 26762 31
26762 26952 28
26952 27040 50
27040 26951 21
26951 26655 48
26655 26747 38
26747 26543 49
26543 27102 86
27102 27484 54
27484 27323 41
27323 27417 60
27417 28255 114
28255 28395 21
28395 28593 64
28593 28318 43
28318 28130 27
28130 28417 43
28417 28884 100
28884 29253 55
29253 29478 55
29478 28986 100
28986 28717 40
28717 28053 93
28053 27989 9
27989 27833 54
27833 27508 98
27508 27470 65
27470 27260 32
27260 27416 69
27416 27298 38
27298 26975 47
26975 26635 49
26635 26592 27
26592 26329 100
26329 25907 71
25907 25560 75
25560 25619 28
25619 25333 33
25333 24868 62
24868 24931 52
24931 25020 60
25020 24992 21
24992 24919 14
24919 24762 67
24762 25262 67
25262 25642 49
25642 25551 44
25551 26343 112
26343 26581 105
26581 26335 62
26335 26094 33
26094 25909 27
25909 25689 34
25689 25310 64
25310 25263 37
25263 24881 54
24881 24406 67
24406 24365 37
24365 24271 17
24271 23743 82
23743 23426 77
23426 23164 64
23164 22887 52
22887 22946 71
22946 22619 65
22619 22993 79
22993 22839 78
22839 22687 34
22687 21835 125
21835 21377 74
21377 21131 72
21131 20587 84
20587 20392 32
20392 20193 66
20193 20487 89
20487 20780 92
20780 20471 49
20471 19388 161
19388 19558 119
19558 19208 54
19208 18434 105
18434 18219 42
18219 17793 77
17793 17365 72
17365 17219 45
17219 17115 49
17115 16984 23
16984 16547 69
16547 16011 70
16011 16393 56
16393 16781 84
16781 16317 67
16317 15976 50
15976 15765 101
15765 15856 21
15856 15869 8
15869 15549 59
15549 15296 42
15296 15221 12
15221 15007 72
15007 14576 65
14576 14395 32
14395 14158 67
14158 14062 26
14062 14215 33
14215 14114 123
14114 14205 43
14205 13834 56
13834 13637 100
13637 13843 87
13843 13540 47
13540 13457 22
13457 13436 16
13436 12929 75
12929 12933 14
12933 13365 104
13365 13546 81
13546 13019 80
13019 12859 25
12859 12353 72
12353 12296 26
12296 12428 42
12428 12451 25
12451 12022 67
12022 11925 30
11925 11490 86
11490 11708 37
11708 11732 23
11732 11301 77
11301 11570 38
11570 12023 71
12023 11691 63
11691 11426 77
11426 11290 46
11290 11521 41
11521 11685 23
11685 11821 30
11821 11837 65
11837 12409 89
12409 12609 34
12609 12999 78
12999 12911 53
12911 12849 33
12849 13076 56
13076 13223 101
13223 13698 71
13698 13447 62
13447 13863 81
13863 13140 124
13140 13646 72
13646 14216 94
14216 13948 38
13948 13360 86
13360 13147 75
13147 13160 4
13160 12733 68
12733 12596 20
12596 12503 34
12503 12260 39
12260 12430 31
12430 12585 25
12585 12804 55
12804 11897 149
11897 11186 116
11186 11345 28
11345 11768 63
11768 12126 52
12126 12486 60
12486 12461 29
12461 12372 22
12372 12425 39
12425 12822 57
12822 12629 66
12629 12494 69
12494 12281 47
12281 12264 57
12264 11932 102
11932 12052 47
12052 11844 38
11844 11782 9
11782 11390 86
11390 11089 46
11089 11203 31
11203 11303 43
11303 11260 78
11260 10621 90
10621 10830 48
10830 10782 56
10782 10583 69
10583 10259 94
10259 9983 36
9983 9587 57
9587 9878 74
9878 9736 28
9736 9870 30
9870 9384 67
9384 9595 42
9595 9910 58
9910 10164 64
10164 10356 29
10356 10365 39
10365 10286 47
10286 9724 110
9724 9346 50
9346 9111 50
9111 9099 2
9099 8572 69
8572 8658 21
8658 8680 9
8680 9205 78
9205 9306 16
9306 9275 46
9275 8728 75
8728 9016 70
9016 8347 86
8347 8391 14
8391 8197 60
8197 8044 25
8044 7877 114
7877 7709 33
7709 7650 16
7650 7369 39
7369 7276 95
7276 7001 40
7001 7358 98
7358 7327 5
7327 6633 99
6633 6667 54
6667 5817 119
5817 5624 40
5624 5730 26
5730 5363 50
5363 5154 40
5154 5771 96
5771 5715 28
5715 5530 79
5530 5683 24
5683 6350 89
6350 5875 68
5875 5888 12
5888 5478 57
5478 5493 30
5493 5362 21
5362 5167 29
5167 5048 30
5048 4917 22
4917 4788 33
4788 4756 24
4756 4561 25
4561 4649 26
4649 4796 51
4796 4732 53
4732 4354 57
4354 4118 45
4118 4334 77
4334 4310 32
4310 4486 50
4486 4406 38
4406 4166 40
4166 3580 84
3580 3617 36
3617 3475 31
3475 3430 18
3430 2972 64
2972 2963 10
2963 2671 47
2671 2903 62
2903 2413 97
2413 1660 101
1660 1287 50
1287 853 84
853 650 26
650 969 87
969 1333 69
1333 1704 50
1704 1609 18
1609 1110 72
1110 671 75
671 1082 58
1082 1169 32
1169 1705 72
1705 2453 102
2453 2550 22
2550 2424 41
2424 2559 19
2559 2606 30
2606 2364 62
2364 2378 44
2378 1733 109
1733 1175 76
1175 1244 25
1244 1223 85
1223 1191 54
1191 2141 133
2141 2300 45
2300 2905 83
2905 2904 15
2904 3225 54
3225 2976 40
2976 3142 40
3142 3366 33
3366 3652 41
3652 4084 82
4084 4097 63
4097 4356 49
4356 4650 50
4650 4637 52
4637 4944 46
4944 4841 27
4841 4757 9
4757 4067 98
4067 3824 45
3824 3105 103
3105 3293 43
3293 3116 51
3116 3692 103
3692 4066 74
4066 3664 56
3664 3360 44
3360 3210 26
3210 3202 44
3202 2539 94
2539 3325 108
3325 3716 70
3716 4321 95
4321 4562 35
4562 4487 22
4487 4500 45
4500 4577 28
4577 4616 38
4616 4611 15
4611 4828 27
4828 5030 45
5030 5220 57
5220 5316 18
5316 5666 52
5666 5949 75
5949 6401 59
6401 7017 94
7017 7334 46
7334 7690 49
7690 7993 48
7993 8158 74
8158 7949 30
7949 7789 26
7789 7459 48
7459 7476 57
7476 7217 60
7217 7122 22
7122 7144 43
7144 7044 13
7044 7002 37
7002 7381 74
7381 7511 63
7511 7109 77
7109 6789 44
6789 6596 29
6596 6501 67
6501 6141 71
6141 5958 45
5958 6080 48
6080 6068 70
6068 6168 45
6168 5355 113
5355 5437 124
5437 5180 76
5180 5625 71
5625 5378 53
5378 5826 117
5826 5356 82
5356 4820 78
4820 4849 43
4849 4889 25
4889 4829 26
4829 4652 48
4652 4059 84
4059 4086 94
4086 4112 18
4112 4335 111
4335 3877 75
3877 3741 59
3741 3680 63
3680 3367 61
3367 3336 9
3336 2936 66
2936 2344 100
2344 2198 42
2198 1540 87
1540 1354 48
1354 1229 21
1229 1150 12
1150 1445 63
1445 1556 43
1556 1446 18
1446 1631 35
1631 1961 46
1961 2425 64
2425 2184 73
2184 1980 54
1980 2499 71
2499 2699 27
2699 2898 49
2898 2915 2
2915 3216 67
3216 3354 20
3354 3393 71
3393 3443 10
3443 3708 45
3708 4156 88
4156 4468 53
4468 4417 37
4417 4524 34
4524 4653 34
4653 5221 84
5221 5276 22
5276 4904 93
4904 5002 23
5002 5118 17
5118 5251 21
5251 5650 57
5650 5877 49
5877 6103 47
6103 6177 71
6177 6204 20
6204 5548 126
5548 5592 48
5592 5569 13
5569 5896 47
5896 5317 87
5317 5222 14
5222 4821 64
4821 5049 128
5049 5050 34
5050 5593 78
5593 5583 14
5583 5843 42
5843 5328 86
5328 6114 127
6114 5637 64
5637 5444 59
5444 5432 29
5432 4860 98
4860 4802 8
4802 4453 64
4453 4337 19
4337 4150 56
4150 4461 98
4461 4152 58
4152 3815 50
3815 3925 80
3925 3681 34
3681 3253 78
3253 3070 107
3070 3597 80
3597 3642 8
3642 4036 69
4036 4357 49
4357 4299 94
4299 4323 21
4323 4478 26
4478 4272 33
4272 3774 73
3774 3289 75
3289 3509 47
3509 3590 35
3590 3632 6
3632 3792 39
3792 3404 56
3404 3014 77
3014 2596 56
2596 1764 113
1764 1643 96
1643 2123 71
2123 2535 64
2535 2681 22
2681 2645 48
2645 2635 19
2635 2472 74
2472 2275 33
2275 1661 87
1661 1925 57
1925 1981 56
1981 1644 73
1644 2170 75
2170 2449 38
2449 1716 129
1716 2095 69
2095 1745 65
1745 1356 52
1356 808 101
808 579 51
579 737 43
737 746 52
746 1055 44
1055 1143 14
1143 1165 23
1165 1675 74
1675 1884 46
1884 2267 143
2267 2346 12
2346 2736 67
2736 2759 107
2759 2916 52
2916 3394 73
3394 3444 28
3444 3450 60
3450 3775 72
3775 3896 39
3896 3879 29
3879 4018 37
4018 4163 23
4163 4225 45
4225 4196 11
4196 4133 68
4133 4102 12
4102 4366 44
4366 4437 18
4437 4728 54
4728 5032 123
5032 5352 57
5352 5263 50
5263 5309 52
5309 5472 31
5472 5570 18
5570 6028 64
6028 6143 28
6143 5887 34
5887 5897 6
5897 5882 57
5882 5964 24
5964 6129 35
6129 6791 102
6791 6727 74
6727 7032 53
7032 7609 79
7609 7923 67
7923 7600 52
7600 7284 111
7284 6512 138
6512 6843 65
6843 6869 55
6869 6713 20
6713 6365 73
6365 6352 45
6352 6744 83
6744 7420 91
7420 7711 69
7711 7969 66
7969 7940 29
7940 8139 29
8139 7954 28
7954 7700 38
7700 7421 41
7421 7218 51
7218 7138 48
7138 7154 9
7154 7527 57
7527 7461 32
7461 8101 96
8101 8604 73
8604 8681 49
8681 9091 56
9091 9309 57
9309 9454 35
9454 9690 68
9690 10023 50
10023 10185 30
10185 9986 69
9986 9864 17
9864 9746 52
9746 10318 79
10318 9961 97
9961 9610 63
9610 9212 60
9212 8969 43
8969 9200 48
9200 8835 49
8835 8322 88
8322 8378 72
8378 8372 32
8372 8697 71
8697 8836 19
8836 9073 33
9073 9310 35
9310 9356 12
9356 9250 51
9250 9943 109
9943 9481 92
9481 9357 27
9357 8925 61
8925 8926 13
8926 9201 87
9201 9835 111
9835 9630 51
9630 9704 16
9704 9590 25
9590 9387 29
9387 8970 72
8970 8956 19
8956 8754 82
8754 8552 98
8552 8348 30
8348 8864 76
8864 9052 32
9052 9114 41
9114 9245 18
9245 9515 39
9515 9667 26
9667 9882 40
9882 9914 6
9914 10319 61
10319 10500 48
10500 10922 79
10922 10935 108
10935 11014 23
11014 11283 65
11283 11639 81
11639 11874 67
11874 11979 32
11979 12120 80
12120 12526 82
12526 12534 34
12534 12489 11
12489 11914 84
11914 11786 76
11786 11405 63
11405 11189 27
11189 10947 36
10947 10596 82
10596 10467 22
10467 10545 132
10545 10643 38
10643 10477 40
10477 10748 66
10748 10747 26
10747 11012 77
11012 11083 59
11083 10758 55
10758 11175 61
11175 11595 58
11595 12071 81
12071 11789 42
11789 11566 81
11566 11435 82
11435 11609 76
11609 11745 28
11745 12072 61
12072 12358 49
12358 12397 14
12397 12509 102
12509 12389 33
12389 13148 128
13148 13174 37
13174 13201 13
13201 13238 13
13238 13391 28
13391 13928 75
13928 14317 90
14317 14248 73
14248 14878 88
14878 15342 82
15342 15586 35
15586 15710 19
15710 15615 75
15615 15492 22
15492 15276 39
15276 14984 56
14984 15083 66
15083 14455 94
14455 13467 139
13467 12972 72
12972 12980 4
12980 12788 98
12788 13030 38
13030 13175 38
13175 13595 58
13595 13873 99
13873 13972 30
13972 13983 26
13983 14208 33
14208 14440 40
14440 14636 27
14636 14969 47
14969 14923 31
14923 15151 87
15151 15008 89
15008 14829 28
14829 14735 16
14735 14651 13
14651 14675 73
14675 15337 97
15337 15594 65
15594 15616 48
15616 16007 54
16007 16344 82
16344 16959 99
16959 17310 92
17310 17760 76
17760 18165 62
18165 18257 82
18257 18682 62
18682 18806 79
18806 19046 57
19046 18839 54
18839 18619 33
18619 17788 120
17788 17569 76
17569 17367 67
17367 17119 35
17119 16657 67
16657 16898 103
16898 16532 58
16532 16062 82
16062 16093 36
16093 15773 45
15773 15745 4
15745 15650 44
15650 15790 62
15790 16110 44
16110 16121 11
