40001 40001
14068 28086 32
28086 2544 29
2544 16785 28
16785 29865 34
29865 21614 27
21614 8501 33
8501 1524 25
1524 14929 30
14929 36454 29
36454 30800 33
30800 28064 32
28064 38008 31
38008 14168 33
14168 24641 34
24641 21686 32
21686 440 33
440 10643 33
10643 13888 31
13888 32736 34
32736 6743 29
6743 14623 33
14623 36446 34
36446 25317 36
25317 9421 35
9421 27161 34
27161 3850 34
3850 1962 34
1962 20957 36
20957 16875 34
16875 34821 40
34821 13043 34
13043 31768 38
31768 13093 39
13093 11078 41
11078 29811 37
29811 27765 39
27765 21373 42
21373 33447 35
33447 18268 42
18268 31652 40
31652 3062 42
3062 5473 44
5473 14210 42
14210 26873 39
26873 36883 36
36883 25493 39
25493 20733 41
20733 6760 39
6760 31232 38
31232 15593 40
15593 19832 40
19832 36204 37
36204 28505 37
28505 21606 43
21606 3642 41
3642 28655 40
28655 34165 40
34165 6516 37
6516 30237 44
30237 30418 41
30418 39793 39
39793 26941 38
26941 5358 43
5358 5802 37
5802 14508 43
14508 6570 37
6570 9675 45
9675 38659 37
38659 11189 45
11189 20881 42
20881 11370 41
11370 32955 45
32955 22098 40
22098 39648 40
39648 33368 44
33368 33682 43
33682 12255 42
12255 26085 43
26085 23610 42
23610 4488 39
4488 30251 40
30251 38072 39
38072 14002 36
14002 31067 38
31067 22501 36
22501 29525 37
29525 9469 38
9469 32563 35
32563 15521 36
15521 21516 41
21516 28779 34
28779 35152 40
35152 15257 36
15257 16514 41
16514 35223 39
35223 1719 40
1719 35794 43
35794 33335 44
33335 35116 41
35116 9509 38
9509 6112 43
6112 24706 40
24706 5990 43
5990 34332 42
34332 11394 46
11394 15771 42
15771 6291 38
6291 22478 45
22478 20291 44
20291 39353 43
39353 24763 41
24763 15697 46
15697 34005 39
34005 6236 46
6236 38254 43
38254 22067 50
22067 39777 41
39777 35569 49
35569 3127 42
3127 5752 48
5752 18183 44
18183 35510 49
35510 13637 44
13637 29017 42
29017 5944 44
5944 17935 45
17935 20261 42
20261 12618 42
12618 37298 44
37298 16890 44
16890 27740 39
27740 12155 39
12155 22092 38
22092 32663 43
32663 16962 38
16962 21025 41
21025 6870 37
6870 13421 37
13421 28298 37
28298 20133 38
20133 15806 35
15806 6963 40
6963 12263 35
12263 8264 37
8264 3637 40
3637 35591 35
35591 8296 39
8296 29653 37
29653 22817 37
22817 21296 36
21296 14103 39
14103 16965 40
16965 13164 35
13164 9177 38
9177 1733 41
1733 6021 36
6021 10531 38
10531 12728 38
12728 25062 39
25062 34606 38
34606 23156 39
23156 29555 35
29555 7303 36
7303 18645 40
18645 11034 34
11034 13058 36
13058 22128 36
22128 14596 35
14596 33294 33
33294 17560 40
17560 15234 33
15234 19304 35
19304 29205 34
29205 36629 35
36629 34600 30
34600 1872 33
1872 39583 37
39583 31995 30
31995 37382 34
37382 16164 31
16164 36034 33
36034 34444 34
34444 24187 32
24187 4450 28
4450 25617 33
25617 29944 29
29944 8556 34
8556 25397 32
25397 4893 32
4893 26558 32
26558 10668 33
10668 33677 34
33677 6035 33
6035 28162 32
28162 35442 34
35442 11568 29
11568 12366 36
12366 28518 31
28518 6746 28
6746 21219 29
21219 25964 32
25964 19828 30
19828 27103 28
27103 4746 27
4746 31958 30
31958 25723 29
25723 38420 34
38420 29736 27
29736 4343 26
4343 17968 29
17968 22319 27
22319 23244 24
23244 18221 23
18221 21622 23
21622 18630 22
18630 14235 26
14235 16850 24
16850 3929 20
3929 10980 27
10980 8270 23
8270 30926 25
30926 20860 27
20860 20035 23
20035 20825 23
20825 34782 23
34782 6828 30
6828 17197 20
17197 29270 27
29270 2796 22
2796 20430 24
20430 32272 28
32272 12027 23
12027 13232 30
13232 37634 26
37634 17097 26
17097 31207 27
31207 34011 28
34011 3981 27
3981 5188 26
5188 23278 30
23278 23279 22
23279 7996 30
7996 24994 25
24994 12433 29
12433 6842 27
6842 32657 32
32657 33182 25
33182 17138 29
17138 22075 25
22075 3072 28
3072 30256 30
30256 25787 25
25787 15342 27
15342 23781 26
23781 35629 26
35629 29103 28
29103 35740 27
35740 32262 30
32262 38665 26
38665 16520 31
16520 19071 27
19071 672 29
672 25328 29
25328 36462 28
36462 1006 26
1006 28042 30
28042 6647 30
6647 30881 29
30881 35787 29
35787 15343 28
15343 34196 28
34196 24049 28
24049 30971 30
30971 38246 30
38246 33887 32
33887 24005 26
24005 31000 30
31000 9986 29
9986 29930 30
29930 27912 32
27912 28685 30
28685 6468 34
6468 20536 29
20536 29254 29
29254 2131 31
2131 3298 30
3298 712 27
712 3733 25
3733 39645 25
39645 5208 33
5208 4237 30
4237 16079 28
16079 39827 29
39827 14722 27
14722 5869 28
5869 22636 32
22636 5296 30
5296 1093 31
1093 18273 31
18273 34818 35
34818 31822 32
31822 20705 27
20705 37058 35
37058 9866 30
9866 19706 31
19706 10253 30
10253 30991 31
30991 8040 33
8040 1511 30
1511 21167 31
21167 33449 29
33449 3993 27
3993 2605 30
2605 5079 31
5079 20891 28
20891 4351 30
4351 17211 31
17211 27100 30
27100 31211 30
31211 21572 27
21572 23239 32
23239 24669 32
24669 12913 30
12913 30172 32
30172 2629 33
2629 30858 28
30858 17737 28
17737 23272 34
23272 31381 31
31381 21114 27
21114 36443 33
36443 9096 28
9096 32108 31
32108 6074 28
6074 23307 30
23307 33078 28
33078 39968 32
39968 4086 31
4086 34186 30
34186 24701 29
24701 24631 31
24631 25499 26
25499 17100 33
17100 8001 29
8001 34419 26
34419 158 28
158 18593 27
18593 6994 27
6994 14090 26
14090 27821 28
27821 12949 28
12949 30824 27
30824 39786 26
39786 14494 22
14494 5528 28
5528 23230 24
23230 3335 27
3335 33672 21
33672 1087 27
1087 37282 20
37282 31661 22
31661 8643 22
8643 9193 24
9193 5006 21
5006 28327 17
28327 20508 20
20508 12776 20
12776 1004 19
1004 34175 25
34175 18045 17
18045 18007 20
18007 19451 22
19451 15142 20
15142 19955 21
19955 23399 17
23399 26696 19
26696 20721 21
20721 24920 18
24920 14480 18
14480 32245 23
32245 1804 20
1804 2530 24
2530 31180 20
31180 33798 20
33798 15913 17
15913 36164 19
36164 3791 21
3791 23154 17
23154 39812 21
39812 32497 18
32497 5221 20
5221 3704 22
3704 19757 15
19757 37697 24
37697 5812 15
5812 29751 17
29751 32238 21
32238 8316 21
8316 27178 17
27178 8240 21
8240 7937 19
7937 20922 13
20922 14159 16
14159 12100 13
12100 26595 15
26595 8855 13
8855 18788 15
18788 37777 15
37777 8061 13
8061 28037 13
28037 32353 16
32353 33571 12
33571 8156 16
8156 8522 14
8522 16963 14
16963 13255 11
13255 14879 16
14879 33878 18
33878 15795 20
15795 7065 17
7065 7540 17
7540 12226 15
12226 37900 15
37900 2473 18
2473 39986 12
39986 36321 19
36321 19842 18
19842 11459 16
11459 21935 14
21935 24578 13
24578 38552 18
38552 7911 13
7911 20466 16
20466 33483 14
33483 16649 15
16649 31877 12
31877 22811 17
22811 5704 10
5704 5815 15
5815 27166 11
27166 39817 15
39817 12167 14
12167 23643 8
23643 24876 14
24876 38287 6
38287 35611 10
35611 29287 5
29287 21125 12
21125 39843 7
39843 26112 13
26112 29889 9
29889 20467 13
20467 23059 8
23059 8147 8
8147 23864 11
23864 27561 12
27561 24985 15
24985 35870 14
35870 34724 8
34724 4983 14
4983 11863 14
11863 23038 12
23038 31388 12
31388 5306 17
5306 33546 12
33546 27848 15
27848 4117 15
4117 17893 8
17893 28074 11
28074 10932 12
10932 12505 11
12505 17715 12
17715 4839 10
4839 4882 12
4882 38714 13
38714 8839 13
8839 36410 14
36410 29194 10
29194 24523 16
24523 29654 15
29654 30491 13
30491 10014 15
10014 30000 13
30000 27681 14
27681 13430 16
13430 18461 12
18461 15261 13
15261 532 12
532 787 15
787 5045 9
5045 13891 14
13891 15715 10
15715 18299 16
18299 34180 9
34180 24954 18
24954 38709 13
38709 3228 11
3228 2515 12
2515 32544 13
32544 9041 14
9041 35750 12
35750 16916 16
16916 3090 13
3090 11888 13
11888 9490 16
9490 4083 15
4083 14344 17
14344 9703 19
9703 2203 16
2203 36 19
36 37332 18
37332 3411 20
3411 3530 21
3530 32848 13
32848 28712 21
28712 15135 21
15135 8541 15
8541 9198 21
9198 23060 17
23060 13653 17
13653 7976 17
7976 19682 16
19682 16633 18
16633 31421 21
31421 3066 21
3066 37434 19
37434 33405 20
33405 24632 20
24632 12539 23
12539 5289 16
5289 15338 21
15338 28026 18
28026 38628 19
38628 25244 17
25244 27941 21
27941 114 16
114 24935 18
24935 20192 19
20192 11852 13
11852 20167 19
20167 38543 11
38543 12835 18
12835 8988 13
8988 26233 16
26233 28573 15
28573 10166 17
10166 38534 13
38534 22047 17
22047 6369 17
6369 35863 17
35863 13298 21
13298 6163 16
6163 25331 21
25331 21422 20
21422 38899 21
38899 39850 19
39850 10990 19
10990 32905 18
32905 33040 22
33040 32958 16
32958 11573 24
11573 26052 19
26052 35083 22
35083 671 21
671 4203 17
4203 34418 19
34418 21797 21
21797 35185 21
35185 20251 16
20251 8191 20
8191 28005 19
28005 36078 13
36078 7569 21
7569 13299 17
13299 35542 16
35542 35217 17
35217 11294 19
11294 16830 15
16830 32036 16
32036 6242 17
6242 35985 17
35985 10752 16
10752 30410 18
30410 36068 13
36068 9666 18
9666 25734 12
25734 14267 16
14267 32285 15
32285 28918 12
28918 39856 16
39856 27095 12
27095 18985 17
18985 17941 10
17941 17651 10
17651 12501 15
12501 33513 12
33513 37227 13
37227 12625 16
12625 9668 15
9668 35274 14
35274 20730 14
20730 29501 11
29501 19152 16
19152 3842 12
3842 6829 17
6829 19213 17
19213 33001 16
33001 13985 12
13985 11657 16
11657 300 13
300 10566 14
10566 20174 11
20174 37992 17
37992 7673 16
7673 27566 16
27566 35513 13
35513 38421 17
38421 537 17
537 28112 17
28112 27708 17
27708 4747 20
4747 9809 18
9809 19608 18
19608 31321 14
31321 25951 19
25951 2991 19
2991 28761 18
28761 6451 22
6451 24740 14
24740 12437 17
12437 33399 17
33399 34870 18
34870 37320 21
37320 22257 16
22257 26515 17
26515 4420 18
4420 5197 21
5197 11924 19
11924 2622 18
2622 26689 20
26689 21463 24
21463 20438 20
20438 8688 18
8688 12513 18
12513 15773 17
15773 14539 19
14539 33019 16
33019 14414 20
14414 10974 19
10974 4224 17
4224 9442 15
9442 30809 23
30809 17142 15
17142 356 16
356 29480 15
29480 37407 17
37407 4707 22
4707 38662 19
38662 17416 16
17416 35880 19
35880 3098 13
3098 12380 15
12380 20100 15
20100 31493 16
31493 28145 15
28145 31882 17
31882 7528 13
7528 8438 12
8438 10330 11
10330 20240 15
20240 30146 14
30146 23760 14
23760 14553 15
14553 18648 11
18648 28057 15
28057 21717 14
21717 16076 14
16076 8724 12
8724 26927 13
26927 16112 14
16112 14725 15
14725 850 13
850 6432 16
6432 7182 13
7182 14455 10
14455 34767 15
34767 7164 13
7164 21140 16
21140 10192 15
10192 3412 10
3412 14331 12
14331 37619 15
37619 37065 16
37065 10830 16
10830 18042 15
18042 22153 11
22153 32902 13
32902 7898 11
7898 32127 13
32127 21778 9
21778 36133 12
36133 19714 14
19714 12406 15
12406 25528 13
25528 18137 11
18137 920 16
920 34037 12
34037 14237 17
14237 35402 15
35402 15853 14
15853 27277 17
27277 21031 13
21031 32987 16
32987 28632 15
28632 15305 15
15305 30295 12
30295 18445 12
18445 4676 18
4676 15245 14
15245 13661 13
13661 12864 13
12864 1745 15
1745 30931 13
30931 13354 14
13354 31865 8
31865 19225 14
19225 31212 13
31212 21158 9
21158 13795 15
13795 2939 14
2939 14098 11
14098 19110 11
19110 25144 14
25144 26832 13
26832 18544 9
18544 6033 13
6033 28732 11
28732 25047 14
25047 11646 8
11646 6772 11
6772 5190 14
5190 34648 11
34648 11934 17
11934 23742 9
23742 4111 16
4111 23938 13
23938 312 13
312 4037 17
4037 29101 11
29101 24339 18
24339 33068 13
33068 4173 14
4173 4140 11
4140 12185 14
12185 4262 11
4262 19539 13
19539 23411 11
23411 1675 13
1675 8480 12
8480 16919 15
16919 15863 12
15863 36903 14
36903 9202 8
9202 32449 14
32449 37232 12
37232 15879 16
15879 37243 18
37243 4753 11
4753 33355 14
33355 17042 13
17042 6941 15
6941 30695 9
30695 25882 12
25882 27358 16
27358 6734 11
6734 24242 16
24242 4700 13
4700 24158 15
24158 23121 15
23121 5742 17
5742 15868 14
15868 13345 13
13345 8004 16
8004 31379 15
31379 24240 18
24240 18961 17
18961 19764 18
19764 31049 16
31049 29179 13
29179 18868 16
18868 25377 18
25377 8375 20
8375 8876 12
8876 5409 18
5409 273 21
273 21305 18
21305 18600 18
18600 14978 21
14978 9291 18
9291 18669 16
18669 2353 17
2353 769 19
769 22042 23
22042 19487 21
19487 1100 18
1100 30187 23
30187 12845 18
12845 9561 17
9561 13110 21
13110 21332 17
21332 13488 21
13488 33108 20
33108 24012 18
24012 24050 25
24050 15393 21
15393 23484 22
23484 30997 25
30997 6497 24
6497 4669 24
4669 38697 21
38697 27860 25
27860 33186 25
33186 33499 25
33499 7352 23
7352 18921 26
18921 12580 32
12580 9779 26
9779 15833 32
15833 28486 27
28486 38230 29
38230 12003 33
12003 17976 31
17976 21995 34
21995 28146 30
28146 10046 35
10046 25305 30
25305 33926 32
33926 38159 32
38159 19720 31
19720 24500 35
24500 8860 30
8860 33871 32
33871 28599 29
28599 13837 33
13837 22603 30
22603 33855 28
33855 15989 27
15989 10978 26
10978 17972 33
17972 16644 29
16644 8377 28
8377 16651 30
16651 26294 29
26294 13759 28
13759 2239 26
2239 38451 29
38451 2106 24
2106 1470 24
1470 18448 26
18448 21644 25
21644 29390 27
29390 24283 19
24283 6825 28
6825 9974 25
9974 8379 22
8379 39571 24
39571 18198 28
18198 5103 26
5103 22085 25
22085 30737 21
30737 1184 24
1184 2027 27
2027 5254 26
5254 20105 25
20105 37211 26
37211 28758 23
28758 30111 27
30111 18990 26
18990 4493 25
4493 25254 26
25254 28032 30
28032 5566 25
5566 38443 24
38443 32014 26
32014 10671 21
10671 24145 24
24145 36905 23
36905 34040 25
34040 37030 26
37030 26764 20
26764 35380 27
35380 16422 22
16422 473 21
473 16258 27
16258 28116 23
28116 34142 22
34142 6259 25
6259 12298 21
12298 27039 27
27039 20509 21
20509 14363 20
14363 36482 21
36482 17234 23
17234 21827 23
21827 7060 24
7060 8989 25
8989 6710 21
6710 14121 23
14121 11130 25
11130 10441 24
10441 10577 24
10577 16474 24
16474 20862 22
20862 13329 23
13329 4931 21
4931 39544 26
39544 27653 25
27653 25471 21
25471 2550 26
2550 19746 22
19746 5467 23
5467 3921 22
3921 38990 27
38990 21375 20
21375 3687 23
3687 21613 22
21613 19984 24
19984 25672 27
25672 1213 21
1213 39765 22
39765 6298 25
6298 1867 24
1867 85 23
85 7325 22
7325 3843 26
3843 3131 24
3131 38104 20
38104 38330 24
38330 18 22
18 33620 23
33620 12302 24
12302 32964 25
32964 38086 24
38086 8422 20
8422 12208 22
12208 36251 24
36251 35520 21
35520 7881 20
7881 25782 20
25782 5669 22
5669 22246 20
22246 7799 23
7799 4781 23
4781 507 21
507 15681 23
15681 15483 22
15483 35526 18
35526 15119 20
15119 5177 17
5177 17691 20
17691 647 19
647 39051 17
39051 11423 14
11423 31145 18
31145 17316 17
17316 33679 18
33679 30454 21
30454 13881 22
13881 33525 18
33525 29233 18
29233 5439 18
5439 25400 17
25400 29468 17
29468 5074 20
5074 30982 17
30982 31650 11
31650 32994 18
32994 25012 15
25012 29256 17
29256 22065 12
22065 34253 18
34253 3744 15
3744 28081 14
28081 10741 14
10741 30792 14
30792 36258 11
36258 17727 15
17727 14209 14
14209 36301 15
36301 35340 12
35340 30210 18
30210 5866 13
5866 12860 11
12860 11137 13
11137 32889 10
32889 8380 15
8380 32006 10
32006 23520 12
23520 34268 11
34268 22980 11
22980 25893 9
25893 18431 14
18431 11204 9
11204 16162 5
16162 28349 7
28349 15727 9
15727 37055 7
37055 3817 10
3817 37995 8
37995 22613 10
22613 15287 10
15287 3806 7
3806 29376 9
29376 38240 13
38240 27571 9
27571 26149 9
26149 22969 7
22969 34118 9
34118 35553 8
35553 1314 11
1314 14846 13
14846 37108 9
37108 14635 11
14635 21391 11
21391 6447 15
6447 27058 10
27058 26847 9
26847 27935 14
27935 2889 11
2889 18748 10
18748 9623 9
9623 35536 15
35536 36181 7
36181 23149 8
23149 19270 14
19270 2232 8
2232 33390 9
33390 12570 8
12570 29936 10
29936 1660 9
1660 21147 8
21147 18280 10
18280 442 11
442 36801 9
36801 17254 11
17254 32422 5
32422 35608 11
35608 25920 7
25920 7584 13
7584 23324 6
23324 22698 10
22698 17284 10
17284 28680 8
28680 21401 13
21401 20299 7
20299 20101 10
20101 38430 9
38430 30546 8
30546 38366 8
38366 9769 6
9769 21392 9
21392 27849 7
27849 33263 10
33263 16314 12
16314 7886 6
7886 20448 11
20448 13001 11
13001 31461 6
31461 28890 5
28890 38700 6
38700 32626 4
32626 4922 8
4922 35737 4
35737 18586 9
18586 9258 8
9258 27729 6
27729 7582 9
7582 2485 7
2485 20495 1
20495 14713 7
14713 15788 10
15788 6953 5
6953 10772 6
10772 37607 10
37607 21404 1
21404 36537 9
36537 21728 4
21728 22536 12
22536 23464 7
23464 37728 6
37728 24655 7
24655 11101 11
11101 39659 7
39659 9317 11
9317 22993 5
22993 17060 9
17060 27188 8
27188 13034 4
13034 19034 9
19034 21424 11
21424 7085 7
7085 38943 9
38943 13591 9
13591 9201 12
9201 21118 7
21118 17036 7
17036 32168 12
32168 38753 8
38753 15176 9
15176 31429 12
31429 24030 11
24030 26488 11
26488 39556 14
39556 16531 14
16531 7721 12
7721 3834 14
3834 18975 10
18975 20293 12
20293 16526 14
16526 31949 9
31949 1937 9
1937 2529 10
2529 37411 13
37411 37148 8
37148 6614 8
6614 33971 12
33971 31200 10
31200 6936 15
6936 2413 8
2413 1605 12
1605 7334 8
7334 5609 14
5609 23365 12
23365 25671 11
25671 32900 10
32900 21267 8
21267 15787 12
15787 27047 16
27047 30466 10
30466 38879 10
38879 26679 17
26679 5637 10
5637 33212 16
33212 32930 11
32930 16716 13
16716 15177 11
15177 352 14
352 9893 15
9893 34223 11
34223 7416 13
7416 32981 11
32981 17746 9
17746 4876 7
4876 9015 9
9015 39296 9
39296 1281 6
1281 35607 9
35607 2010 11
2010 8360 7
8360 15647 9
15647 39301 7
39301 19763 11
19763 25314 6
25314 31700 12
31700 14798 9
14798 13577 8
13577 9669 11
9669 10162 12
10162 27423 9
27423 24373 16
24373 31586 13
31586 21668 8
21668 4032 13
4032 37277 7
37277 32884 10
32884 1655 16
1655 19829 9
19829 25935 10
25935 9101 8
9101 10033 14
10033 11413 11
11413 26104 11
26104 39890 11
39890 26212 13
26212 429 14
429 10411 11
10411 9824 12
9824 32982 11
32982 31760 13
31760 6480 11
6480 26647 13
26647 29022 7
29022 9087 14
9087 136 7
136 9313 10
9313 23200 8
23200 10691 9
10691 7473 11
7473 35534 9
35534 37441 9
37441 1437 11
1437 22991 8
22991 33711 10
33711 37191 7
37191 7078 8
7078 9506 5
9506 32224 9
32224 19045 9
19045 12881 6
12881 5995 11
5995 6526 8
6526 19572 12
19572 29500 12
29500 5125 8
5125 13775 11
13775 8630 13
8630 34451 8
34451 2971 6
2971 30067 8
30067 16827 6
16827 30692 11
30692 19239 9
19239 4344 6
4344 25889 8
25889 9542 10
9542 22476 6
22476 6717 9
6717 8209 4
8209 27960 2
27960 20771 8
20771 1168 6
1168 12744 5
12744 22294 9
22294 36770 5
36770 4840 7
4840 34469 6
34469 20446 11
20446 1601 9
1601 14294 7
14294 9786 4
9786 4629 10
4629 34013 9
34013 4432 8
4432 31173 9
31173 18132 9
18132 452 7
452 19838 13
19838 23633 10
23633 30797 6
30797 28617 12
28617 4508 13
4508 6882 11
6882 5098 11
5098 23226 12
23226 39775 13
39775 30325 15
30325 35854 12
35854 14809 9
14809 38620 14
38620 5774 17
5774 14337 10
14337 38973 17
38973 18852 16
18852 8163 9
8163 35621 16
35621 27879 12
27879 2650 8
2650 26441 15
26441 35423 11
35423 35286 14
35286 36042 11
36042 11637 14
11637 21325 16
21325 22437 12
22437 3283 13
3283 16931 14
16931 34446 19
34446 39898 15
39898 27658 17
27658 33300 15
33300 30042 20
30042 12046 16
12046 12090 15
12090 6039 21
6039 21984 22
21984 10594 15
10594 31015 20
31015 17066 17
17066 39444 18
39444 24930 20
24930 24297 21
24297 27462 16
27462 9715 22
9715 10353 18
10353 35726 19
35726 10045 21
10045 259 18
259 14563 19
14563 9631 21
9631 4947 16
4947 20417 19
20417 15010 14
15010 20311 21
20311 31312 20
31312 9840 19
9840 27944 22
